id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
2424,-33.5901,26.1637,0.006,0.024,0.427,0.66,0.48,0.26,0.318,very low contamination
2425,-27.9611,24.8444,0.014,0.012,0.32,0.71,0.96,0.39,1.02,very low contamination
2426,-27.5833,24.7333,0.019,0.015,1.164,0.91,0.87,1.08,3.08,very low contamination
2427,-28.8419,27.8667,0.06,0.021,0.362,2.735,1.49,1.97,2.73,very low contamination
2428,-29.7528,24.75,0.02,0.031,1.866,1.332,2.27,2.54,4.24,very low contamination
2429,-27.1167,23.7667,0.05,0.033,2.5,2.832,9.87,2.65,3.88,very low contamination
2430,-29.1125,24.7806,0.006,0.014,0.534,0.879,0.29,0.61,0.97,very low contamination
2431,-29.8,24.4,0.081,0.037,0.765,0.782,1.39,1.3,2.28,very low contamination
2432,-28.2125,28.3167,0.02,0.036,0.389,2.029,1.08,1.32,2.82,very low contamination
2433,-31.4597,25.0417,0.028,0.068,0.812,1.648,0.74,2.62,0.68,very low contamination
2434,-32.5583,27.4722,0.006,0.091,0.225,1.576,1.48,1.07,1.18,very low contamination
2435,-32.1653,25.6222,0.041,0.047,1.52,3.788,1.42,3.4,1.98,very low contamination
2436,-31.0819,28.3583,0.006,0.054,0.673,2.282,2.21,3.52,5.14,very low contamination
2437,-26.3083,26.825,0.012,0.037,0.894,1.866,3.99,1.81,3.37,very low contamination
2438,-26.7917,27.1125,0.011,0.032,0.396,1.083,1.29,0.4,1.36,very low contamination
2439,-26.1153,26.6028,0.012,0.04,0.314,2.749,1.87,1.7,2.18,very low contamination
2440,-26.1725,29.5203,0.015,0.035,0.654,2.423,3.55,4.02,8.14,very low contamination
2441,-29.9264,26.5042,0.016,0.023,0.276,1.787,1.09,17.52,7.94,very low contamination
2442,-25.1797,29.3908,0.039,0.04,5.42,3.179,1.82,3.07,6.16,very low contamination
2443,-25.8958,30.5844,0.007,0.039,0.278,0.721,0.82,1.14,1.03,very low contamination
2444,-25.3417,27.5153,0.025,0.056,1.14,0.498,1.89,0.926,0.245,very low contamination
2445,-24.7875,27.3889,0.02,0.107,7.143,1.756,2.26,4.43,5.67,very low contamination
2446,-29.0889,29.5972,0.013,0.078,0.184,3.29,1.53,2.71,5.88,very low contamination
2447,-29.5389,30.2667,0.015,0.089,0.08,3.598,0.8,2.55,0.73,very low contamination
2448,-25.9333,29.5583,0.006,0.146,0.206,1.844,2.01,1.822,0.449,very low contamination
2449,-25.9344,29.5597,0.004,0.262,0.195,1.128,0.56,1.733,0.254,very low contamination
2450,-25.9353,29.5606,0.005,0.122,0.183,1.287,1.07,1.509,0.535,very low contamination
2451,-25.9358,29.5611,0.005,0.228,0.182,1.045,0.79,1.566,0.17,very low contamination
2452,-25.9364,29.5614,0.005,0.252,0.219,0.945,0.6,1.676,0.214,very low contamination
2453,-25.9372,29.5622,0.02,0.348,3.514,4.572,0.28,4.43,2.05,very low contamination
2454,-25.96,30.5542,0.003,0.059,0.185,2.001,1.9,0.726,0.16,very low contamination
2455,-28.875,29.5139,0.014,0.056,0.46,1.411,2.43,1.88,0.93,very low contamination
2456,-27.95,31.0417,0.005,0.197,0.252,2.343,0.83,2.0,0.244,very low contamination
2457,-27.5917,24.7722,0.004,0.111,0.969,1.125,0.0,1.11,3.33,very low contamination
2458,-27.625,24.775,0.019,0.175,1.16,2.379,4.12,0.73,2.227,very low contamination
2459,-27.65,24.775,0.026,0.109,10.273,2.532,3.43,6.06,10.421,very low contamination
2460,-27.65,24.725,0.017,0.113,4.492,2.32,2.36,1.57,4.669,very low contamination
2461,-27.6583,24.7083,0.01,0.114,1.789,1.434,0.38,0.82,3.33,very low contamination
2462,-27.6583,24.7306,0.013,0.121,3.852,1.724,1.66,1.39,3.488,very low contamination
2463,-27.6583,24.75,0.012,0.112,6.567,1.364,1.44,2.44,4.906,very low contamination
2464,-27.6583,24.775,0.01,0.089,4.233,1.508,0.5,1.46,3.882,very low contamination
2465,-27.6583,24.7917,0.01,0.107,2.793,1.546,0.61,1.16,3.488,very low contamination
2466,-27.675,24.7917,0.011,0.109,1.236,1.212,1.04,0.88,1.755,very low contamination
2467,-27.675,24.775,0.025,0.107,2.733,2.065,2.94,1.59,3.015,very low contamination
2468,-27.675,24.7528,0.009,0.109,0.748,1.07,4.75,0.5,1.046,very low contamination
2469,-27.675,24.7333,0.015,0.11,1.145,0.922,1.64,0.61,1.439,very low contamination
2470,-27.675,24.7111,0.017,0.076,2.18,1.327,2.67,0.75,2.542,very low contamination
2471,-27.675,24.6917,0.017,0.154,3.546,2.004,0.88,1.22,4.591,very low contamination
2472,-27.6917,24.6917,0.013,0.107,1.408,1.344,2.5,0.85,2.306,very low contamination
2473,-27.6917,24.7111,0.022,0.101,1.41,1.353,4.87,0.78,2.227,very low contamination
2474,-27.6917,24.7333,0.016,0.068,1.016,1.518,4.23,0.61,2.385,very low contamination
2475,-27.6917,24.7528,0.016,0.064,0.414,1.252,5.18,0.43,0.573,very low contamination
2476,-27.6917,24.775,0.018,0.076,1.089,1.997,3.33,0.73,1.833,very low contamination
2477,-27.6917,24.7917,0.013,0.072,0.635,0.896,3.41,0.8,1.597,very low contamination
2478,-27.7194,24.7917,0.013,0.081,1.969,1.977,2.71,1.61,3.645,very low contamination
2479,-27.7194,24.775,0.012,0.073,0.783,1.176,1.59,0.004,1.361,very low contamination
2480,-27.7194,24.75,0.007,0.116,0.271,1.083,3.06,0.42,0.0,very low contamination
2481,-27.7194,24.7333,0.007,0.093,0.913,0.966,1.19,0.48,1.597,very low contamination
2482,-27.7361,24.7333,0.01,0.091,1.797,1.189,0.77,0.83,3.015,very low contamination
2483,-27.7361,24.7528,0.013,0.101,1.072,1.015,2.05,0.49,2.306,very low contamination
2484,-27.7361,24.775,0.012,0.085,0.583,0.815,2.31,0.52,0.967,very low contamination
2485,-27.7361,24.7917,0.003,0.069,0.466,0.674,1.78,0.004,1.203,very low contamination
2486,-27.7528,24.7917,0.021,0.07,1.0,1.251,6.14,1.19,1.676,very low contamination
2487,-27.7528,24.775,0.02,0.093,1.106,1.197,7.22,0.81,2.227,very low contamination
2488,-27.7528,24.75,0.013,0.108,1.298,1.152,3.97,0.71,2.542,very low contamination
2489,-27.7528,24.7333,0.017,0.125,2.066,1.305,3.34,0.9,2.385,very low contamination
2490,-27.7694,24.7167,0.007,0.125,1.046,0.901,3.43,0.76,2.227,very low contamination
2491,-27.7694,24.7333,0.005,0.1,0.418,0.429,0.0,3.24,24.68,very low contamination
2492,-27.7778,24.7944,0.021,0.09,5.444,3.479,4.25,2.73,5.694,very low contamination
2493,-27.7694,24.8083,0.007,0.093,3.778,1.2,1.23,1.86,4.197,very low contamination
2494,-27.7694,24.8278,0.021,0.079,4.42,1.534,3.59,2.59,4.985,very low contamination
2495,-27.7875,24.8278,0.004,0.116,1.656,0.665,1.27,0.7,5.063,very low contamination
2496,-27.7875,24.8056,0.008,0.085,1.26,1.133,3.78,0.77,1.912,very low contamination
2497,-27.7875,24.75,0.005,0.099,0.794,0.743,0.64,0.63,3.251,very low contamination
2498,-27.8083,24.7333,0.012,0.082,2.106,0.748,1.67,1.11,3.567,very low contamination
2499,-27.825,24.7667,0.014,0.095,2.462,1.131,11.54,7.33,3.488,very low contamination
2500,-27.8417,24.7861,0.008,0.167,1.055,0.758,1.95,0.7,0.967,very low contamination
2501,-27.8417,24.8083,0.004,0.136,0.771,0.877,1.76,0.43,1.124,very low contamination
2502,-27.8417,24.8278,0.008,0.131,0.727,0.684,1.96,0.5,0.888,very low contamination
2503,-27.8417,24.85,0.008,0.138,1.355,0.563,0.4,0.71,2.306,very low contamination
2504,-27.8778,24.8083,0.012,0.102,0.562,0.812,3.58,0.5,0.967,very low contamination
2505,-27.8917,24.8444,0.011,0.127,1.404,1.103,3.26,0.55,1.361,very low contamination
2506,-27.8917,24.8278,0.013,0.039,0.684,0.77,1.17,0.35,0.7,very low contamination
2507,-27.8917,24.8083,0.015,0.168,0.982,1.367,3.26,0.77,1.361,very low contamination
2508,-27.9111,24.825,0.015,0.17,0.878,1.074,3.72,0.47,0.888,very low contamination
2509,-27.9333,24.85,0.007,0.119,0.963,0.607,0.99,0.35,1.046,very low contamination
2510,-27.9333,24.8278,0.009,0.133,0.833,0.656,0.55,0.43,1.282,very low contamination
2511,-27.95,24.8278,0.006,0.131,0.989,0.706,0.92,0.4,0.888,very low contamination
2512,-27.9667,24.8278,0.013,0.151,1.732,0.713,0.51,0.97,1.755,very low contamination
2513,-27.9861,24.7333,0.009,0.126,1.518,0.926,1.73,0.76,3.251,very low contamination
2514,-27.825,24.8083,0.014,0.156,0.886,0.879,1.71,0.7,2.148,very low contamination
2515,-28.0583,24.625,0.006,0.121,1.016,0.718,0.92,0.38,1.439,very low contamination
2516,-28.0583,24.6083,0.021,0.141,2.228,1.537,0.9,0.93,3.173,very low contamination
2517,-28.0778,24.625,0.011,0.165,2.673,1.233,3.52,0.77,2.7,very low contamination
2518,-28.0778,24.6444,0.026,0.187,9.787,1.865,1.18,1.49,10.105,very low contamination
2519,-28.0583,24.6444,0.009,0.123,1.699,0.594,1.16,0.86,1.912,very low contamination
2520,-28.0444,24.6444,0.018,0.16,3.451,0.837,3.85,1.46,2.7,very low contamination
2521,-28.0583,24.6667,0.013,0.069,1.046,0.733,1.49,0.64,1.282,very low contamination
2522,-28.0444,24.6667,0.007,0.126,0.855,0.63,0.9,0.67,2.227,very low contamination
2523,-28.025,24.6667,0.014,0.122,1.472,1.095,2.23,0.61,2.148,very low contamination
2524,-28.0444,24.7167,0.009,0.146,1.43,0.831,1.39,0.74,3.567,very low contamination
2525,-28.025,24.7167,0.012,0.121,1.357,0.932,2.47,0.64,3.094,very low contamination
2526,-28.025,24.7333,0.01,0.12,0.801,0.513,1.76,1.06,2.542,very low contamination
2527,-28.0083,24.7167,0.009,0.129,1.074,0.579,1.21,0.65,2.148,very low contamination
2528,-28.0083,24.7333,0.014,0.128,1.199,0.896,0.64,0.44,1.676,very low contamination
2529,-27.8778,24.8083,0.013,0.128,6.125,0.629,0.44,0.7,4.748,very low contamination
2530,-27.8583,24.8083,0.013,0.118,0.98,1.062,3.28,1.9,1.203,very low contamination
2531,-27.825,24.7861,0.013,0.13,1.177,0.851,3.0,0.62,1.361,very low contamination
2532,-30.8472,29.6142,0.009,0.122,1.147,0.629,0.58,0.71,1.755,very low contamination
2533,-27.8583,24.7861,0.009,0.136,1.45,0.753,1.02,0.66,1.439,very low contamination
2534,-27.8083,24.7667,0.012,0.139,0.699,0.9,8.06,0.6,1.203,very low contamination
2535,-27.8083,24.75,0.015,0.108,1.268,1.08,3.65,0.75,1.49,very low contamination
2536,-27.8083,24.7861,0.007,0.161,2.841,2.132,3.24,1.34,1.55,very low contamination
2537,-27.9667,24.8083,0.002,0.182,0.603,0.556,1.57,0.46,1.06,very low contamination
2538,-27.9861,24.8083,0.009,0.193,1.486,0.887,3.88,1.0,2.07,very low contamination
2539,-27.9667,24.7861,0.007,0.219,0.907,0.847,1.89,0.51,1.07,very low contamination
2540,-27.9861,24.7667,0.008,0.19,2.606,0.709,0.258,1.01,1.76,very low contamination
2541,-28.0083,24.7611,0.014,0.204,1.699,0.786,2.55,0.74,1.8,very low contamination
2542,-27.8778,24.8278,0.019,0.239,1.026,1.691,10.99,0.86,1.16,very low contamination
2543,-27.8778,24.85,0.008,0.223,1.362,0.998,4.01,0.62,0.94,very low contamination
2544,-27.7875,24.75,0.009,0.343,1.243,1.036,4.36,0.89,1.03,very low contamination
2545,-27.7875,24.7667,0.013,0.221,6.669,1.71,4.93,2.7,2.8,very low contamination
2546,-27.7875,24.7861,0.005,0.271,8.693,1.241,2.39,3.23,2.42,very low contamination
2547,-27.8583,24.8278,0.007,0.268,0.868,0.849,3.9,0.61,0.77,very low contamination
2548,-27.8583,24.85,0.004,0.308,3.07,0.72,1.1,1.01,1.35,very low contamination
2549,-27.825,24.8417,0.022,0.248,5.67,2.933,12.16,2.56,3.62,very low contamination
2550,-27.825,24.8278,0.007,0.253,2.12,1.201,3.69,0.8,1.14,very low contamination
2551,-27.825,24.8083,0.011,0.297,1.52,1.179,3.53,0.78,0.84,very low contamination
2552,-27.8083,24.8278,0.018,0.283,10.863,2.652,3.22,4.45,4.19,very low contamination
2553,-27.7694,24.775,0.008,0.269,0.97,0.83,1.28,0.84,1.33,very low contamination
2554,-27.7694,24.75,0.007,0.244,2.008,1.107,2.55,0.85,1.66,very low contamination
2555,-22.8735,28.1926,0.008,0.245,4.38,0.879,0.38,2.58,4.61,very low contamination
2556,-22.9173,28.1435,0.006,0.215,2.196,0.773,0.354,1.37,3.24,very low contamination
2557,-22.9435,28.3417,0.003,0.209,1.858,0.608,0.91,1.43,3.69,very low contamination
2558,-22.77,28.3396,0.014,0.248,6.764,0.883,1.0,3.59,4.41,very low contamination
2559,-22.5466,28.6758,0.006,0.269,1.759,0.669,0.89,1.33,4.94,very low contamination
2560,-22.5873,28.5419,0.005,0.253,1.909,1.116,1.45,1.53,4.49,very low contamination
2561,-22.7358,28.4352,0.004,0.223,1.591,0.952,0.62,1.36,3.05,very low contamination
2562,-22.6851,29.1154,0.005,0.197,7.707,0.958,0.92,2.85,9.28,very low contamination
2563,-22.7675,29.1985,0.006,0.206,6.954,0.943,0.72,3.21,8.12,very low contamination
2564,-22.3726,29.1016,0.01,0.196,1.824,1.616,0.5,1.21,2.49,very low contamination
2565,-22.4651,29.2102,0.007,0.164,1.705,1.592,0.323,1.88,1.88,very low contamination
2566,-22.4651,29.2102,0.007,0.246,1.616,0.917,2.43,0.63,0.94,very low contamination
2567,-22.3184,29.3773,0.008,0.174,3.01,0.801,1.01,1.23,2.59,very low contamination
2568,-22.2974,29.1977,0.006,0.033,1.611,0.497,0.04,0.58,1.11,very low contamination
2569,-22.2728,29.7875,0.006,0.226,6.178,0.794,0.78,5.28,4.7,very low contamination
2570,-22.8097,29.0893,0.005,0.18,1.764,0.137,0.214,4.48,0.96,very low contamination
2571,-22.9372,28.8911,0.01,0.034,2.529,0.424,0.43,1.88,3.63,very low contamination
2572,-28.6722,29.375,0.009,0.183,0.447,3.278,0.41,2.3,0.95,very low contamination
2573,-28.6819,29.0194,0.003,0.167,0.061,4.6,0.18,0.58,0.132,very low contamination
2574,-28.6667,29.3069,0.006,0.184,0.226,3.951,0.52,1.53,0.81,very low contamination
2575,-28.6625,29.1431,0.006,0.256,0.164,5.429,0.3,1.32,0.397,very low contamination
2576,-26.3543,26.6346,0.007,0.07,0.442,3.477,0.35,3.71,3.61,very low contamination
2577,-28.5417,29.4278,0.005,0.262,0.264,4.466,0.29,1.47,0.443,very low contamination
2578,-28.8153,29.55,0.014,0.11,1.167,3.948,2.89,5.97,7.65,very low contamination
2579,-28.6722,29.5236,0.039,0.126,7.725,3.114,1.58,7.27,18.2,very low contamination
2580,-28.6992,29.5417,0.021,0.1,1.778,5.615,0.47,1.39,3.42,very low contamination
2581,-28.9694,29.7042,0.005,0.13,0.684,4.837,0.18,2.49,1.89,very low contamination
2582,-28.9486,29.5194,0.02,2.96,0.499,5.374,0.98,2.96,1.25,very low contamination
2583,-28.8667,29.4556,0.026,1.491,0.404,9.002,2.5,2.64,2.11,very low contamination
2584,-22.6056,29.5653,0.004,1.031,0.598,2.615,0.16,1.88,1.63,very low contamination
2585,-28.4167,29.4528,0.008,0.87,0.232,10.806,0.36,1.67,0.226,very low contamination
2586,-28.4139,29.6819,0.007,0.712,1.074,5.678,0.35,3.54,4.14,very low contamination
2587,-28.3014,29.6139,0.006,0.713,0.165,5.898,0.33,1.13,0.192,very low contamination
2588,-25.3739,27.5678,0.016,0.299,5.526,2.695,2.95,2.26,6.44,very low contamination
2589,-25.3753,27.5748,0.014,0.415,6.357,3.285,2.39,1.34,8.27,very low contamination
2590,-25.3539,27.5655,0.013,0.175,5.04,1.313,2.9,1.81,4.97,very low contamination
2591,-25.3569,27.5557,0.008,0.156,2.09,1.766,2.74,1.6,3.2,very low contamination
2592,-25.3258,27.5549,0.014,0.169,7.667,1.947,0.74,2.36,7.82,very low contamination
2593,-25.328,27.5445,0.03,0.166,4.882,3.103,4.28,2.52,7.17,very low contamination
2594,-25.291,27.5233,0.031,0.176,5.936,2.904,5.87,2.65,5.28,very low contamination
2595,-25.3021,27.527,0.016,0.141,0.47,0.522,1.33,1.21,0.55,very low contamination
2596,-25.2403,27.5356,0.016,0.166,8.146,1.738,0.67,2.7,6.75,very low contamination
2597,-25.2363,27.5299,0.012,0.208,1.086,4.342,4.39,3.49,3.87,very low contamination
2598,-25.2135,27.5499,0.02,0.16,8.147,2.183,3.69,3.16,8.43,very low contamination
2599,-25.208,27.5442,0.023,0.151,6.694,2.58,4.05,3.75,8.84,very low contamination
2600,-25.2266,27.548,0.02,0.166,6.89,1.775,4.14,2.21,7.27,very low contamination
2601,-25.2264,27.5535,0.024,0.169,14.383,2.53,1.99,4.38,11.25,very low contamination
2602,-25.2589,27.5359,0.012,0.005,6.627,1.235,1.18,1.87,6.49,very low contamination
2603,-25.2591,27.5406,0.014,0.0,5.6,2.073,1.4,2.13,4.61,very low contamination
2604,-25.28,27.5349,0.019,0.006,10.957,2.197,1.24,3.73,9.65,very low contamination
2605,-25.2768,27.5398,0.019,0.027,9.304,3.253,3.32,3.09,11.73,very low contamination
2606,-25.2991,27.556,0.015,0.0,6.122,1.475,1.7,2.19,5.73,very low contamination
2607,-25.2985,27.5619,0.007,0.0,1.469,1.867,0.61,0.92,4.8,very low contamination
2608,-25.1889,27.5693,0.018,0.008,12.115,2.311,1.58,4.4,10.47,very low contamination
2609,-25.1902,27.5768,0.018,0.0,13.244,2.46,2.01,4.43,9.1,very low contamination
2610,-25.167,27.5802,0.031,0.008,13.413,3.042,3.86,9.07,11.4,very low contamination
2611,-25.1671,27.5906,0.029,0.0,13.649,3.631,2.96,7.05,9.23,very low contamination
2612,-25.1576,27.5795,0.019,0.001,8.212,1.929,3.18,2.47,7.54,very low contamination
2613,-25.1523,27.5831,0.017,0.027,8.434,2.037,2.15,4.13,8.63,very low contamination
2614,-25.1048,27.5647,0.014,0.003,8.408,1.798,1.94,2.64,7.3,very low contamination
2615,-25.1058,27.5673,0.022,0.001,13.517,2.372,0.32,5.21,8.91,very low contamination
2616,-26.4808,28.405,0.018,0.001,9.575,1.757,1.52,2.63,6.69,very low contamination
2617,-25.0992,27.5455,0.019,0.001,8.674,1.92,2.23,3.03,7.66,very low contamination
2618,-25.063,27.5213,0.021,0.009,9.227,1.984,1.66,2.78,8.21,very low contamination
2619,-25.0625,27.5243,0.029,0.001,12.964,3.072,1.38,5.54,9.62,very low contamination
2620,-25.0379,27.5147,0.019,0.053,2.717,1.224,1.33,3.02,1.38,very low contamination
2621,-25.0038,27.5547,0.025,0.001,12.64,2.727,3.32,4.17,10.48,very low contamination
2622,-25.0054,27.5434,0.01,0.001,2.21,1.239,2.2,2.99,1.16,very low contamination
2623,-25.0167,27.5424,0.025,0.001,11.674,2.439,2.6,5.61,9.4,very low contamination
2624,-25.0233,27.5483,0.008,0.001,0.578,0.189,0.66,0.62,0.54,very low contamination
2625,-24.9551,27.5634,0.019,0.003,10.415,3.261,3.08,3.77,8.98,very low contamination
2626,-24.9544,27.5676,0.009,0.0,1.365,2.638,1.32,1.02,3.86,very low contamination
2627,-24.9073,27.5377,0.018,0.0,10.237,3.257,1.4,6.12,7.14,very low contamination
2628,-24.9065,27.5417,0.01,0.0,1.232,2.193,1.61,1.29,1.86,very low contamination
2629,-24.8959,27.5232,0.022,0.0,10.88,2.779,2.45,4.56,9.43,very low contamination
2630,-24.9017,27.5153,0.007,0.299,9.999,1.836,0.8,3.26,4.18,very low contamination
2631,-24.9383,27.5422,0.015,0.003,8.545,3.201,1.39,3.28,7.64,very low contamination
2632,-24.9371,27.5472,0.023,0.0,9.153,3.54,1.8,3.27,8.56,very low contamination
2633,-24.989,27.5567,0.018,0.047,5.119,3.544,1.817,1.961,0.092,very low contamination
2634,-24.9932,27.5551,0.018,0.001,13.42,2.765,2.99,3.04,9.05,very low contamination
2635,-24.9139,28.325,0.018,0.029,5.182,1.264,0.52,7.28,7.95,very low contamination
2636,-24.9139,28.325,0.028,0.035,3.883,1.965,0.74,9.36,12.86,very low contamination
2637,-26.8375,29.8236,0.005,0.124,0.202,0.689,0.37,0.921,0.233,very low contamination
2638,-26.8333,29.8208,0.001,0.053,0.018,0.182,0.05,0.183,0.03,very low contamination
2639,-28.1333,26.6833,0.013,0.0,1.271,1.556,1.4,0.38,3.14,very low contamination
2640,-26.3467,24.4992,0.007,0.0,0.95,1.121,1.09,0.323,3.16,very low contamination
2641,-26.3061,24.9636,0.016,0.0,0.396,0.723,0.88,0.243,0.647,very low contamination
2642,-29.8042,30.7153,0.002,0.123,0.166,4.225,2.038,0.553,0.173,very low contamination
2643,-29.6639,30.4111,0.002,0.051,0.101,1.493,0.694,0.23,0.053,very low contamination
2644,-25.6208,29.9514,0.004,0.283,0.112,9.627,0.864,0.175,0.22,very low contamination
2645,-25.6472,29.9514,0.036,0.068,0.196,1.228,1.1,0.44,0.018,very low contamination
2646,-25.6472,29.9222,0.014,0.129,0.362,9.557,1.69,0.92,0.54,very low contamination
2647,-25.6472,29.8625,0.004,0.077,0.127,8.591,0.79,0.26,0.127,very low contamination
2648,-25.6472,29.6958,0.003,0.3,0.137,7.458,0.44,0.51,0.205,very low contamination
2649,-25.6472,29.8181,0.007,0.183,0.333,14.883,1.51,0.61,0.092,very low contamination
2650,-26.5789,28.2975,0.017,0.16,1.789,2.891,14.01,2.1,3.52,very low contamination
2651,-26.5437,28.3117,0.046,0.15,1.375,3.048,32.64,3.38,1.47,very low contamination
2652,-26.5179,28.3362,0.017,0.105,0.637,2.983,8.13,2.18,3.64,very low contamination
2653,-26.5813,28.3032,0.018,0.084,0.869,1.91,3.21,1.44,1.89,very low contamination
2654,-26.5629,28.308,0.011,0.089,0.373,1.33,3.39,0.89,0.157,very low contamination
2655,-26.5165,28.3435,0.008,0.098,0.291,1.939,3.22,0.837,0.229,very low contamination
2656,-26.5995,28.3105,0.009,0.207,0.173,1.987,1.87,1.21,1.04,very low contamination
2657,-26.4408,28.4925,0.021,0.121,0.511,2.33,7.86,2.51,1.36,very low contamination
2658,-26.4808,28.405,0.02,0.288,1.559,2.106,5.33,2.97,1.11,very low contamination
2659,-26.4529,28.449,0.073,0.148,17.199,2.425,35.43,8.04,1.38,very low contamination
2660,-26.4468,28.4608,0.02,0.165,0.859,3.532,14.07,2.39,1.2,very low contamination
2661,-26.4327,28.5039,0.033,0.162,2.639,4.966,24.12,5.16,6.07,very low contamination
2662,-26.374,28.4898,0.062,0.121,3.298,7.654,47.61,5.18,3.1,very low contamination
2663,-26.2945,28.5207,0.015,0.112,2.623,3.01,2.91,4.2,6.57,very low contamination
2664,-26.2765,28.5065,0.05,0.119,5.632,5.959,20.7,5.8,8.89,very low contamination
2665,-26.2623,28.4895,0.174,0.427,86.011,2.489,66.813,64.691,25.796,very low contamination
2666,-26.3695,28.492,0.096,0.249,6.931,5.569,58.2,5.88,6.21,very low contamination
2667,-26.4551,28.4571,0.013,0.149,1.062,2.006,9.36,2.85,2.66,very low contamination
2668,-26.5378,28.3168,0.035,0.253,0.792,1.994,35.85,1.97,0.64,very low contamination
2669,-29.8042,30.7153,0.011,0.096,0.097,3.501,0.81,2.4,0.317,very low contamination
2670,-29.6639,30.4111,0.028,0.055,4.493,5.179,4.9,4.85,6.41,very low contamination
2671,-25.6208,29.9514,0.025,0.028,4.445,2.259,6.52,7.87,16.66,very low contamination
2672,-25.6472,29.9514,0.012,0.035,1.082,2.026,1.23,3.34,8.27,very low contamination
2673,-25.6472,29.9222,0.014,0.027,4.929,1.463,1.02,3.26,9.5,very low contamination
2674,-25.5389,29.9222,0.025,0.026,1.882,3.646,3.87,17.94,21.18,very low contamination
2675,-25.5389,29.9514,0.018,0.025,0.484,8.138,1.94,5.49,18.62,very low contamination
2676,-25.5653,29.9514,0.01,0.084,0.326,3.981,1.12,1.99,1.3,very low contamination
2677,-25.5653,29.9222,0.015,0.133,0.434,4.194,4.11,2.77,1.93,very low contamination
2678,-25.5653,29.8903,0.004,0.254,0.054,1.513,0.58,0.98,0.697,very low contamination
2679,-25.5653,29.8625,0.003,0.042,0.026,4.263,0.25,1.05,1.78,very low contamination
2680,-25.5389,29.8625,0.007,0.037,0.308,3.677,1.8,1.98,2.13,very low contamination
2681,-25.5389,29.8903,0.004,0.034,1.997,1.846,0.43,6.92,14.8,very low contamination
2682,-25.5389,29.9222,0.009,0.03,3.444,2.826,0.33,3.47,20.2,very low contamination
2683,-25.5389,29.9514,0.003,0.041,0.177,2.791,0.31,7.06,10.72,very low contamination
2684,-25.5653,29.9514,0.021,0.041,6.64,2.405,0.88,12.69,6.85,very low contamination
2685,-25.5653,29.9222,0.009,0.03,4.179,2.518,0.39,3.84,16.96,very low contamination
2686,-25.5653,29.8903,0.013,0.036,6.276,3.033,0.33,4.81,12.69,very low contamination
2687,-25.5389,29.8625,0.004,0.027,0.359,2.234,0.86,1.97,2.26,very low contamination
2688,-25.5389,29.8903,0.003,0.038,0.042,5.173,0.34,1.32,3.22,very low contamination
2689,-25.5389,29.9222,0.022,0.205,0.687,4.401,1.16,7.81,2.96,very low contamination
2690,-25.5389,29.9514,0.004,0.074,0.063,4.415,0.45,2.06,1.18,very low contamination
2691,-25.5653,29.9514,0.004,0.083,0.079,4.32,0.38,2.97,1.26,very low contamination
2692,-25.5653,29.9222,0.009,0.03,0.55,6.307,0.77,9.58,23.09,very low contamination
2693,-25.5653,29.8903,0.005,0.25,0.055,1.535,0.64,1.841,0.496,very low contamination
2694,-25.5653,29.8625,0.008,0.052,0.073,4.632,0.92,2.07,1.73,very low contamination
2695,-25.5389,29.8625,0.012,0.059,0.347,2.698,3.18,1.67,2.16,very low contamination
2696,-25.5389,29.8903,0.013,0.058,1.898,1.767,3.29,6.61,14.95,very low contamination
2697,-25.5389,29.9222,0.014,0.051,4.759,2.443,1.32,3.83,21.04,very low contamination
2698,-25.5389,29.9514,0.008,0.065,0.867,2.545,1.04,8.13,13.54,very low contamination
2699,-25.5653,29.9514,0.029,0.069,7.039,2.151,2.7,10.7,9.57,very low contamination
2700,-25.5653,29.9222,0.014,0.057,4.949,2.281,2.2,4.02,16.36,very low contamination
2701,-25.5931,29.9514,0.019,0.065,6.242,2.369,0.81,6.18,12.6,very low contamination
2702,-25.5653,29.8625,0.01,0.059,0.495,3.168,2.88,3.73,3.51,very low contamination
2703,-25.6208,29.8306,0.005,0.067,0.08,5.203,0.79,3.25,2.27,very low contamination
2704,-25.6208,29.8625,0.028,0.129,0.745,4.163,2.05,6.15,3.97,very low contamination
2705,-25.6208,29.8903,0.01,0.091,0.168,3.721,1.01,2.49,2.24,very low contamination
2706,-25.6208,29.9222,0.012,0.094,0.195,3.665,1.69,2.61,1.29,very low contamination
2707,-25.5931,29.9222,0.014,0.055,1.289,9.172,2.97,11.07,23.58,very low contamination
2708,-25.5931,29.9514,0.009,0.06,8.527,2.035,0.4,4.55,11.34,very low contamination
2709,-25.5931,29.9514,0.014,0.059,1.487,2.766,2.17,8.08,12.48,very low contamination
2710,-25.6208,29.8306,0.024,0.057,2.551,7.791,4.72,5.91,18.44,very low contamination
2711,-25.6208,29.8625,0.014,0.049,0.518,7.596,3.33,3.37,5.3,very low contamination
2712,-25.6208,29.8903,0.019,0.046,0.905,5.494,0.84,5.44,21.44,very low contamination
2713,-25.6208,29.9222,0.018,0.048,1.033,1.624,2.47,7.77,13.82,very low contamination
2714,-25.6208,29.9514,0.018,0.052,3.15,2.39,3.19,4.01,15.8,very low contamination
